config_id,sample_key,sample_id,split,dataset,backbone,horizon,seed,raw_gap,post_lrbn_gap,repair_ratio,conflict_cosine,norm_ratio,tail_volatility,anchor_disagreement,true_boundary_jump,mse_lrbn,mse_bp,delta_mse_vs_lrbn,harm_vs_lrbn,effective_strength
ETTh1_DLinear_96_seed2026,test::test_00026,test_00026,test,ETTh1,DLinear,96,2026,2.7152559618837078,3.634840862198556,-0.3386733651607692,-0.6687820851621806,0.368680410849702,0.5064813480957933,0.6066034504299733,0.8332002779304422,2.82575926838339,2.2788719346411983,-0.5468873337421916,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00027,test_00027,test,ETTh1,DLinear,96,2026,1.3855774539911936,3.2539864307103015,-1.348469469817565,-0.6798440025927015,0.18549930057448502,0.2865929283535559,0.06536568589097567,0.0,2.950814673775947,2.982559268437297,0.031744594661350156,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00028,test_00028,test,ETTh1,DLinear,96,2026,9.550542566046671,7.156415923220962,0.25067964948415344,0.7322178172312018,0.43121220866278764,0.37439138931350713,0.494936605441443,0.5635813376661638,5.069240434185748,5.266898895031234,0.19765846084548588,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00029,test_00029,test,ETTh1,DLinear,96,2026,0.03861689266560288,1.4253204232782406,-35.90921610143035,-0.6729203410792985,0.0882894152656591,0.31101932783675657,0.0602320981045253,0.9034814715678624,8.326023418215032,8.69152548072602,0.3655020625109877,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00030,test_00030,test,ETTh1,DLinear,96,2026,3.104291210445902,2.1041701072622234,0.322173740904119,0.7170253064766136,0.277134227886667,0.7580716951042664,0.13617887859423883,0.3719966090558396,6.403909263228113,4.446192872215044,-1.9577163910130686,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00031,test_00031,test,ETTh1,DLinear,96,2026,7.377721763935071,5.049754139813384,0.315540178936609,0.7172382974582717,0.2529666634621216,0.3196184913786012,0.2128579911210819,1.1013130012651284,1.4592050828335765,1.1866530460230444,-0.2725520368105321,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00032,test_00032,test,ETTh1,DLinear,96,2026,4.297004501281611,2.406089924599888,0.4400541331465202,0.7188140463484629,0.15016849330591175,0.39276665860988186,0.23847922071130268,0.3589917751650331,1.6818624441617243,2.0266177547335085,0.3447553105717842,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00033,test_00033,test,ETTh1,DLinear,96,2026,2.894194695913988,0.41157900494852173,0.8577915301660594,-0.7192633996725496,0.016284311211102517,0.2434623700315636,0.6068016040734122,2.5999907086993965,1.6970023913498569,1.6565213994277892,-0.040480991922067666,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00034,test_00034,test,ETTh1,DLinear,96,2026,1.0457285778709975,0.1343442959588438,0.8715304365008048,-0.7114138498511167,0.014437047717731195,0.6356347278500011,0.07357484513920909,0.6639031530378955,1.722219845563843,1.7450375909153542,0.022817745351511043,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00035,test_00035,test,ETTh1,DLinear,96,2026,2.8369685726755116,1.73983829474958,0.3867262744238781,0.7176633777202485,0.19207649875339836,0.6935527305275687,0.017061923070120052,1.3178519235368635,1.860492579531939,1.6095436932428075,-0.25094888628913137,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00036,test_00036,test,ETTh1,DLinear,96,2026,1.2336300683001333,0.6013257077371849,0.512555903410784,-0.7058074053496415,0.03634905797957627,0.3592247881981622,0.20219475117791474,0.19486461485888648,1.6031316098246264,1.6547689075692562,0.05163729774462977,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00037,test_00037,test,ETTh1,DLinear,96,2026,6.697754541357465,3.705700386465896,0.4467249665802795,0.7288052671889294,0.1693451224833713,0.29493436760070296,0.8425601556312976,3.5770673610622157,2.358857995478972,2.3021124856769934,-0.05674550980197868,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00038,test_00038,test,ETTh1,DLinear,96,2026,2.7662863281196906,0.7561157769263342,0.7266675680617514,0.7140660063223861,0.0437222294795951,0.3681814458781261,0.31216487039213264,0.9533345689456236,3.4607935316549807,3.606172870754102,0.14537933909912137,1,1.0
